---- Hitscan Log Start 2026-01-28 23:47:04 ----
---- Hitscan Log Start 2026-01-28 23:47:36 ----
---- Hitscan Log Start 2026-01-28 23:49:03 ----
---- Hitscan Log Start 2026-01-28 23:56:44 ----
---- Hitscan Log Start 2026-01-29 00:10:34 ----
---- Hitscan Log Start 2026-01-29 00:13:23 ----
---- Hitscan Log Start 2026-01-29 00:15:50 ----
---- Hitscan Log Start 2026-01-29 00:18:23 ----
---- Hitscan Log Start 2026-01-29 00:23:29 ----
---- Hitscan Log Start 2026-01-29 00:24:49 ----
---- Hitscan Log Start 2026-01-29 00:31:26 ----
---- Hitscan Log Start 2026-01-29 00:40:24 ----
[00:41:02.761] Bullet scan: owner=0 onGround=True start=(32625.8,4806.0) velLen=1.00 aimRot=-2.46 dir=(-0.78,-0.63) ignoreTiles=False max=1728 tile=1728.0 npc=1728.0 dist=1728.0
[00:41:04.221] Bullet scan: owner=0 onGround=True start=(32584.3,4811.2) velLen=1.00 aimRot=3.12 dir=(-1.00,0.03) ignoreTiles=False max=1728 tile=1728.0 npc=1728.0 dist=1728.0
[00:41:04.350] Bullet scan: owner=0 onGround=True start=(32561.7,4810.5) velLen=1.00 aimRot=-3.08 dir=(-1.00,-0.06) ignoreTiles=False max=1728 tile=1728.0 npc=1728.0 dist=1728.0
[00:41:04.490] Bullet scan: owner=0 onGround=True start=(32535.9,4810.5) velLen=1.00 aimRot=-3.08 dir=(-1.00,-0.06) ignoreTiles=False max=1728 tile=1728.0 npc=1728.0 dist=1728.0
[00:41:04.629] Bullet scan: owner=0 onGround=True start=(32508.4,4813.1) velLen=1.00 aimRot=2.87 dir=(-0.96,0.27) ignoreTiles=False max=1728 tile=1728.0 npc=1728.0 dist=1728.0
[00:41:04.757] Bullet scan: owner=0 onGround=True start=(32478.5,4812.6) velLen=1.00 aimRot=2.94 dir=(-0.98,0.20) ignoreTiles=False max=1728 tile=1728.0 npc=1728.0 dist=1728.0
[00:41:04.896] Bullet scan: owner=0 onGround=True start=(32450.0,4816.4) velLen=1.00 aimRot=2.39 dir=(-0.73,0.68) ignoreTiles=False max=1728 tile=1728.0 npc=1728.0 dist=1728.0
[00:41:05.023] Bullet scan: owner=0 onGround=True start=(32439.7,4818.0) velLen=1.00 aimRot=1.07 dir=(0.48,0.88) ignoreTiles=False max=1728 tile=1728.0 npc=1728.0 dist=1728.0
[00:41:05.153] Bullet scan: owner=0 onGround=True start=(32435.4,4815.3) velLen=1.00 aimRot=0.56 dir=(0.85,0.53) ignoreTiles=False max=1728 tile=1728.0 npc=1728.0 dist=1728.0
[00:41:05.285] Bullet scan: owner=0 onGround=True start=(32436.5,4812.5) velLen=1.00 aimRot=0.19 dir=(0.98,0.19) ignoreTiles=False max=1728 tile=1728.0 npc=1728.0 dist=1728.0
[00:41:05.416] Bullet scan: owner=0 onGround=True start=(32436.6,4811.0) velLen=1.00 aimRot=-0.00 dir=(1.00,-0.00) ignoreTiles=False max=1728 tile=1728.0 npc=1728.0 dist=1728.0
[00:41:05.553] Bullet scan: owner=0 onGround=True start=(32436.3,4808.6) velLen=1.00 aimRot=-0.31 dir=(0.95,-0.30) ignoreTiles=False max=1728 tile=1728.0 npc=1728.0 dist=1728.0
[00:41:05.686] Bullet scan: owner=0 onGround=False start=(32437.7,4778.4) velLen=1.00 aimRot=-0.04 dir=(1.00,-0.04) ignoreTiles=False max=1728 tile=1728.0 npc=1728.0 dist=1728.0
[00:41:05.828] Bullet scan: owner=0 onGround=False start=(32456.1,4743.1) velLen=1.00 aimRot=0.15 dir=(0.99,0.15) ignoreTiles=False max=1728 tile=1728.0 npc=1728.0 dist=1728.0
[00:41:05.952] Bullet scan: owner=0 onGround=False start=(32486.2,4703.8) velLen=1.00 aimRot=0.78 dir=(0.71,0.70) ignoreTiles=False max=1728 tile=1728.0 npc=1728.0 dist=1728.0
[00:41:06.089] Bullet scan: owner=0 onGround=False start=(32527.9,4653.4) velLen=1.00 aimRot=0.73 dir=(0.75,0.67) ignoreTiles=False max=1728 tile=1728.0 npc=1728.0 dist=1728.0
[00:41:06.233] Bullet scan: owner=0 onGround=False start=(32585.3,4589.7) velLen=1.00 aimRot=0.78 dir=(0.71,0.70) ignoreTiles=False max=1728 tile=1728.0 npc=1728.0 dist=1728.0
[00:41:06.370] Bullet scan: owner=0 onGround=False start=(32645.7,4526.7) velLen=1.00 aimRot=0.90 dir=(0.62,0.78) ignoreTiles=False max=1728 tile=1728.0 npc=1728.0 dist=1728.0
[00:41:06.506] Bullet scan: owner=0 onGround=False start=(32709.6,4454.5) velLen=1.00 aimRot=0.55 dir=(0.85,0.53) ignoreTiles=False max=1728 tile=1728.0 npc=1728.0 dist=1728.0
[00:41:06.632] Bullet scan: owner=0 onGround=False start=(32770.4,4393.9) velLen=1.00 aimRot=0.86 dir=(0.65,0.76) ignoreTiles=False max=1728 tile=1728.0 npc=1728.0 dist=1728.0
d---- Hitscan Log Start 2026-01-29 01:26:09 ----
[01:26:33.835] Bullet scan: owner=0 onGround=True start=(32624.1,4810.0) velLen=1.00 aimRot=-3.01 dir=(-0.99,-0.13) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:26:33.964] Bullet scan: owner=0 onGround=True start=(32624.1,4809.6) velLen=1.00 aimRot=-2.96 dir=(-0.98,-0.18) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:26:34.103] Bullet scan: owner=0 onGround=True start=(32624.1,4809.6) velLen=1.00 aimRot=-2.96 dir=(-0.98,-0.18) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:26:34.224] Bullet scan: owner=0 onGround=True start=(32624.3,4813.1) velLen=1.00 aimRot=2.87 dir=(-0.96,0.27) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=64.0 tile=64.0 npc=64.0 dist=64.0
[01:26:34.361] Bullet scan: owner=0 onGround=True start=(32624.5,4813.8) velLen=1.00 aimRot=2.78 dir=(-0.94,0.35) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=48.0 tile=48.0 npc=48.0 dist=48.0
[01:26:34.499] Bullet scan: owner=0 onGround=True start=(32624.1,4812.4) velLen=1.00 aimRot=2.97 dir=(-0.98,0.17) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=104.0 tile=104.0 npc=104.0 dist=104.0
[01:26:34.626] Bullet scan: owner=0 onGround=True start=(32624.1,4811.9) velLen=1.00 aimRot=3.03 dir=(-0.99,0.11) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=168.0 tile=168.0 npc=168.0 dist=168.0
[01:26:34.771] Bullet scan: owner=0 onGround=True start=(32624.4,4808.4) velLen=1.00 aimRot=-2.81 dir=(-0.95,-0.32) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:26:34.903] Bullet scan: owner=0 onGround=True start=(32624.5,4808.4) velLen=1.00 aimRot=-2.81 dir=(-0.94,-0.33) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:26:35.037] Bullet scan: owner=0 onGround=True start=(32624.0,4810.3) velLen=1.00 aimRot=-3.05 dir=(-1.00,-0.09) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:26:35.174] Bullet scan: owner=0 onGround=True start=(32624.3,4808.7) velLen=1.00 aimRot=-2.85 dir=(-0.96,-0.29) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:26:35.298] Bullet scan: owner=0 onGround=True start=(32624.5,4808.3) velLen=1.00 aimRot=-2.80 dir=(-0.94,-0.34) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:26:35.430] Bullet scan: owner=0 onGround=True start=(32624.4,4808.5) velLen=1.00 aimRot=-2.83 dir=(-0.95,-0.31) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:26:35.563] Bullet scan: owner=0 onGround=True start=(32624.1,4809.9) velLen=1.00 aimRot=-3.00 dir=(-0.99,-0.14) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:26:36.277] Slug scan: owner=0 onGround=False start=(32601.7,4771.6) velLen=1.00 aimRot=2.95 dir=(-0.98,0.19) ignoreTiles=False blocked=True usedFallback=True max=1920 laser=1920.0 fallback=308.0 dist=308.0
[01:26:36.609] Slug scan: owner=0 onGround=False start=(32507.6,4698.3) velLen=1.00 aimRot=2.76 dir=(-0.93,0.37) ignoreTiles=False blocked=True usedFallback=True max=1920 laser=1920.0 fallback=356.0 dist=356.0
[01:26:37.280] Bullet scan: owner=0 onGround=True start=(32450.1,4810.3) velLen=1.00 aimRot=-3.06 dir=(-1.00,-0.08) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:26:37.413] Bullet scan: owner=0 onGround=True start=(32450.2,4809.9) velLen=1.00 aimRot=-3.00 dir=(-0.99,-0.14) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:26:37.557] Bullet scan: owner=0 onGround=True start=(32450.3,4809.2) velLen=1.00 aimRot=-2.91 dir=(-0.97,-0.23) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:26:37.691] Bullet scan: owner=0 onGround=True start=(32450.2,4809.8) velLen=1.00 aimRot=-2.99 dir=(-0.99,-0.15) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:26:37.821] Bullet scan: owner=0 onGround=True start=(32450.2,4809.7) velLen=1.00 aimRot=-2.98 dir=(-0.99,-0.16) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:26:37.953] Bullet scan: owner=0 onGround=True start=(32450.4,4808.9) velLen=1.00 aimRot=-2.87 dir=(-0.96,-0.27) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:26:38.085] Bullet scan: owner=0 onGround=True start=(32450.7,4808.0) velLen=1.00 aimRot=-2.75 dir=(-0.93,-0.38) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:26:41.878] Bullet scan: owner=0 onGround=True start=(32450.1,4795.4) velLen=1.00 aimRot=3.09 dir=(-1.00,0.06) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=640.0 tile=640.0 npc=640.0 dist=640.0
[01:26:41.970] Bullet scan: owner=0 onGround=True start=(32450.1,4795.4) velLen=1.00 aimRot=3.09 dir=(-1.00,0.05) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=676.0 tile=676.0 npc=676.0 dist=676.0
[01:26:43.920] Bullet scan: owner=0 onGround=False start=(32409.0,4751.7) velLen=1.00 aimRot=2.43 dir=(-0.76,0.65) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=120.0 tile=120.0 npc=120.0 dist=120.0
[01:26:44.019] Bullet scan: owner=0 onGround=False start=(32382.1,4721.7) velLen=1.00 aimRot=2.21 dir=(-0.60,0.80) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=136.0 tile=136.0 npc=136.0 dist=136.0
[01:26:44.128] Bullet scan: owner=0 onGround=False start=(32350.8,4689.1) velLen=1.00 aimRot=1.93 dir=(-0.35,0.94) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=148.0 tile=148.0 npc=148.0 dist=148.0
[01:26:44.215] Bullet scan: owner=0 onGround=False start=(32313.5,4667.2) velLen=1.00 aimRot=1.78 dir=(-0.21,0.98) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=164.0 tile=164.0 npc=164.0 dist=164.0
[01:26:44.321] Bullet scan: owner=0 onGround=False start=(32273.7,4659.2) velLen=1.00 aimRot=1.28 dir=(0.29,0.96) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=176.0 tile=176.0 npc=176.0 dist=176.0
[01:26:44.416] Bullet scan: owner=0 onGround=False start=(32226.5,4665.9) velLen=1.00 aimRot=1.36 dir=(0.21,0.98) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=168.0 tile=168.0 npc=168.0 dist=168.0
[01:26:44.517] Bullet scan: owner=0 onGround=False start=(32179.9,4686.8) velLen=1.00 aimRot=1.36 dir=(0.21,0.98) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=144.0 tile=144.0 npc=144.0 dist=144.0
[01:26:44.620] Bullet scan: owner=0 onGround=False start=(32128.9,4721.9) velLen=1.00 aimRot=1.91 dir=(-0.34,0.94) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=112.0 tile=112.0 npc=112.0 dist=112.0
[01:26:44.715] Bullet scan: owner=0 onGround=False start=(32079.5,4729.4) velLen=1.00 aimRot=2.33 dir=(-0.69,0.73) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=140.0 tile=140.0 npc=140.0 dist=140.0
[01:26:44.818] Bullet scan: owner=0 onGround=False start=(32032.7,4701.5) velLen=1.00 aimRot=2.38 dir=(-0.72,0.69) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=184.0 tile=184.0 npc=184.0 dist=184.0
[01:26:44.919] Bullet scan: owner=0 onGround=False start=(31985.3,4670.0) velLen=1.00 aimRot=2.58 dir=(-0.84,0.54) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=300.0 tile=300.0 npc=300.0 dist=300.0
[01:26:45.022] Bullet scan: owner=0 onGround=False start=(31940.8,4637.6) velLen=1.00 aimRot=2.21 dir=(-0.59,0.81) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=240.0 tile=240.0 npc=240.0 dist=240.0
[01:26:45.121] Bullet scan: owner=0 onGround=False start=(31903.7,4601.0) velLen=1.00 aimRot=1.92 dir=(-0.34,0.94) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=244.0 tile=244.0 npc=244.0 dist=244.0
[01:26:45.220] Bullet scan: owner=0 onGround=False start=(31910.9,4570.5) velLen=1.00 aimRot=0.73 dir=(0.75,0.66) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=388.0 tile=388.0 npc=388.0 dist=388.0
[01:26:45.318] Bullet scan: owner=0 onGround=False start=(31923.8,4556.5) velLen=1.00 aimRot=0.70 dir=(0.77,0.64) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=424.0 tile=424.0 npc=424.0 dist=424.0
[01:26:45.422] Bullet scan: owner=0 onGround=False start=(31945.0,4556.9) velLen=1.00 aimRot=0.68 dir=(0.78,0.63) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=432.0 tile=432.0 npc=432.0 dist=432.0
[01:26:45.521] Bullet scan: owner=0 onGround=False start=(31972.2,4570.4) velLen=1.00 aimRot=0.47 dir=(0.89,0.45) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=576.0 tile=576.0 npc=576.0 dist=576.0
[01:26:45.625] Bullet scan: owner=0 onGround=False start=(32003.4,4600.2) velLen=1.00 aimRot=0.53 dir=(0.86,0.50) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=456.0 tile=456.0 npc=456.0 dist=456.0
[01:26:45.715] Bullet scan: owner=0 onGround=False start=(32040.6,4642.9) velLen=1.00 aimRot=0.39 dir=(0.92,0.38) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=492.0 tile=492.0 npc=492.0 dist=492.0
[01:26:45.817] Bullet scan: owner=0 onGround=False start=(32082.7,4699.4) velLen=1.00 aimRot=0.30 dir=(0.96,0.30) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=440.0 tile=440.0 npc=440.0 dist=440.0
[01:26:45.926] Bullet scan: owner=0 onGround=False start=(32114.5,4757.3) velLen=1.00 aimRot=0.02 dir=(1.00,0.02) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1198.4 dist=1198.4
[01:26:46.029] Bullet scan: owner=0 onGround=False start=(32124.2,4810.0) velLen=1.00 aimRot=-0.12 dir=(0.99,-0.12) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:26:46.129] Bullet scan: owner=0 onGround=True start=(32124.1,4809.1) velLen=1.00 aimRot=-0.24 dir=(0.97,-0.24) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:26:46.215] Bullet scan: owner=0 onGround=True start=(32124.3,4811.7) velLen=1.00 aimRot=0.09 dir=(1.00,0.09) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=212.0 tile=212.0 npc=212.0 dist=212.0
[01:26:46.321] Bullet scan: owner=0 onGround=True start=(32123.0,4815.3) velLen=1.00 aimRot=0.57 dir=(0.84,0.54) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=28.0 tile=28.0 npc=28.0 dist=28.0
[01:26:46.418] Bullet scan: owner=0 onGround=True start=(32109.3,4807.1) velLen=1.00 aimRot=-2.63 dir=(-0.87,-0.49) ignoreTiles=False blocked=True usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:26:46.524] Bullet scan: owner=0 onGround=True start=(32108.7,4808.6) velLen=1.00 aimRot=-2.84 dir=(-0.95,-0.30) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:26:46.624] Bullet scan: owner=0 onGround=True start=(32108.6,4813.3) velLen=1.00 aimRot=2.85 dir=(-0.96,0.29) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=60.0 tile=60.0 npc=60.0 dist=60.0
[01:26:46.730] Bullet scan: owner=0 onGround=True start=(32108.5,4809.2) velLen=1.00 aimRot=-2.92 dir=(-0.97,-0.22) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:26:59.761] Bullet scan: owner=0 onGround=True start=(32108.7,4813.3) velLen=1.00 aimRot=2.84 dir=(-0.96,0.29) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=60.0 tile=60.0 npc=60.0 dist=60.0
[01:26:59.858] Bullet scan: owner=0 onGround=True start=(32108.5,4812.8) velLen=1.00 aimRot=2.92 dir=(-0.98,0.22) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=80.0 tile=80.0 npc=80.0 dist=80.0
[01:26:59.960] Bullet scan: owner=0 onGround=True start=(32108.5,4812.7) velLen=1.00 aimRot=2.92 dir=(-0.98,0.22) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=84.0 tile=84.0 npc=84.0 dist=84.0
[01:27:00.059] Bullet scan: owner=0 onGround=True start=(32108.4,4812.5) velLen=1.00 aimRot=2.95 dir=(-0.98,0.19) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=96.0 tile=96.0 npc=96.0 dist=96.0
[01:27:00.164] Bullet scan: owner=0 onGround=True start=(32109.4,4806.9) velLen=1.00 aimRot=-2.61 dir=(-0.86,-0.51) ignoreTiles=False blocked=True usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:27:00.269] Bullet scan: owner=0 onGround=True start=(32109.6,4806.7) velLen=1.00 aimRot=-2.57 dir=(-0.84,-0.54) ignoreTiles=False blocked=True usedFallback=True max=1728 laser=1728.0 fallback=1724.0 tile=1724.0 npc=1724.0 dist=1724.0
[01:27:00.377] Bullet scan: owner=0 onGround=True start=(32109.8,4806.3) velLen=1.00 aimRot=-2.51 dir=(-0.81,-0.59) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:27:00.473] Bullet scan: owner=0 onGround=True start=(32108.6,4808.9) velLen=1.00 aimRot=-2.87 dir=(-0.96,-0.27) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:27:00.576] Bullet scan: owner=0 onGround=True start=(32109.0,4807.7) velLen=1.00 aimRot=-2.72 dir=(-0.91,-0.41) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:27:00.669] Bullet scan: owner=0 onGround=True start=(32109.3,4807.1) velLen=1.00 aimRot=-2.64 dir=(-0.88,-0.48) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:27:00.772] Bullet scan: owner=0 onGround=True start=(32109.2,4807.4) velLen=1.00 aimRot=-2.68 dir=(-0.89,-0.45) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:27:00.868] Bullet scan: owner=0 onGround=True start=(32108.4,4810.1) velLen=1.00 aimRot=-3.03 dir=(-0.99,-0.12) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:27:00.971] Bullet scan: owner=0 onGround=True start=(32108.8,4808.4) velLen=1.00 aimRot=-2.80 dir=(-0.94,-0.33) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:27:01.069] Bullet scan: owner=0 onGround=True start=(32108.8,4808.1) velLen=1.00 aimRot=-2.77 dir=(-0.93,-0.36) ignoreTiles=False blocked=False usedFallback=False max=1728 laser=1728.0 fallback=1728.0 tile=1728.0 npc=1728.0 dist=1728.0
[01:27:09.643] Bullet scan: owner=0 onGround=True start=(32105.9,4807.4) velLen=1.00 aimRot=-2.81 dir=(-0.94,-0.33) ignoreTiles=False blocked=False usedFallback=False max=1920 laser=1920.0 fallback=1920.0 tile=1920.0 npc=1920.0 dist=1920.0
[01:27:10.086] Bullet scan: owner=0 onGround=True start=(32105.4,4809.4) velLen=1.00 aimRot=-2.99 dir=(-0.99,-0.15) ignoreTiles=False blocked=False usedFallback=False max=1920 laser=1920.0 fallback=1920.0 tile=1920.0 npc=1920.0 dist=1920.0
[01:27:10.519] Bullet scan: owner=0 onGround=True start=(32105.4,4809.1) velLen=1.00 aimRot=-2.97 dir=(-0.98,-0.17) ignoreTiles=False blocked=False usedFallback=False max=1920 laser=1920.0 fallback=1920.0 tile=1920.0 npc=1920.0 dist=1920.0
[01:27:16.017] Slug scan: owner=0 onGround=True start=(32105.9,4807.3) velLen=1.00 aimRot=-2.80 dir=(-0.94,-0.33) ignoreTiles=False blocked=False usedFallback=False max=1920 laser=1920.0 fallback=1920.0 dist=1920.0
[01:27:16.342] Slug scan: owner=0 onGround=True start=(32105.3,4811.4) velLen=1.00 aimRot=3.10 dir=(-1.00,0.04) ignoreTiles=False blocked=True usedFallback=True max=1920 laser=1920.0 fallback=524.0 dist=524.0
[01:27:16.678] Slug scan: owner=0 onGround=True start=(32105.5,4813.0) velLen=1.00 aimRot=2.96 dir=(-0.98,0.18) ignoreTiles=False blocked=True usedFallback=True max=1920 laser=1920.0 fallback=100.0 dist=100.0
